TimeStamp,ECG Data,EMG Data,EDA Data,lowGamma,highGamma,highAlpha,delta,highBeta,lowAlpha,lowBeta,theta,attention,meditation
33,513,573,762.0,1,0,0,0,0,0,0,0,0,0
34,513,570,762.0,1,0,0,0,0,0,0,0,0,0
35,513,567,762.0,1,0,0,0,0,0,0,0,0,0
36,513,564,762.0,1,0,0,0,0,0,0,0,0,0
37,513,563,762.0,1,0,0,0,0,0,0,0,0,0
38,513,560,762.0,1,0,0,0,0,0,0,0,0,0
39,513,557,762.0,1,0,0,0,0,0,0,0,0,0
40,513,554,762.0,1,0,0,0,0,0,0,0,0,0
41,513,551,761.0,1,0,0,0,0,0,0,0,0,0
42,512,550,761.0,1,0,0,0,0,0,0,0,0,0
43,512,548,761.0,1,0,0,0,0,0,0,0,0,0
44,513,546,761.0,1,0,0,0,0,0,0,0,0,0
45,514,544,761.0,1,0,0,0,0,0,0,0,0,0
46,514,542,761.0,1,0,0,0,0,0,0,0,0,0
47,515,540,761.0,1,0,0,0,0,0,0,0,0,0
48,515,538,761.0,1,0,0,0,0,0,0,0,0,0
49,514,537,761.0,1,0,0,0,0,0,0,0,0,0
50,514,535,761.0,1,0,0,0,0,0,0,0,0,0
51,513,533,760.0,1,0,0,0,0,0,0,0,0,0
52,512,532,760.0,1,0,0,0,0,0,0,0,0,0
53,511,531,761.0,1,0,0,0,0,0,0,0,0,0
54,509,530,760.0,1,0,0,0,0,0,0,0,0,0
55,508,529,760.0,1,0,0,0,0,0,0,0,0,0
56,507,528,760.0,1,0,0,0,0,0,0,0,0,0
57,505,527,760.0,1,0,0,0,0,0,0,0,0,0
58,504,527,760.0,1,0,0,0,0,0,0,0,0,0
59,503,527,760.0,1,0,0,0,0,0,0,0,0,0
60,502,527,760.0,1,0,0,0,0,0,0,0,0,0
61,502,526,760.0,1,0,0,0,0,0,0,0,0,0
62,501,525,760.0,1,0,0,0,0,0,0,0,0,0
63,500,523,760.0,1,0,0,0,0,0,0,0,0,0
64,499,522,760.0,1,0,0,0,0,0,0,0,0,0
65,499,521,760.0,1,0,0,0,0,0,0,0,0,0
66,499,519,760.0,1,0,0,0,0,0,0,0,0,0
67,499,518,759.0,1,0,0,0,0,0,0,0,0,0
68,499,516,759.0,1,0,0,0,0,0,0,0,0,0
69,499,515,759.0,1,0,0,0,0,0,0,0,0,0
70,498,514,759.0,1,0,0,0,0,0,0,0,0,0
71,499,513,759.0,1,0,0,0,0,0,0,0,0,0
72,499,511,759.0,1,0,0,0,0,0,0,0,0,0
73,500,510,759.0,1,0,0,0,0,0,0,0,0,0
74,500,510,759.0,1,0,0,0,0,0,0,0,0,0
75,500,509,759.0,1,0,0,0,0,0,0,0,0,0
76,500,508,759.0,1,0,0,0,0,0,0,0,0,0
77,500,507,759.0,1,0,0,0,0,0,0,0,0,0
78,501,506,759.0,1,0,0,0,0,0,0,0,0,0
79,502,505,759.0,1,0,0,0,0,0,0,0,0,0
80,502,504,759.0,1,0,0,0,0,0,0,0,0,0
81,503,503,759.0,1,0,0,0,0,0,0,0,0,0
82,503,502,759.0,1,0,0,0,0,0,0,0,0,0
83,503,501,759.0,1,0,0,0,0,0,0,0,0,0
84,504,500,759.0,1,0,0,0,0,0,0,0,0,0
85,505,499,759.0,1,0,0,0,0,0,0,0,0,0
86,505,498,759.0,1,0,0,0,0,0,0,0,0,0
87,505,497,759.0,1,0,0,0,0,0,0,0,0,0
88,505,497,759.0,1,0,0,0,0,0,0,0,0,0
89,506,496,759.0,1,0,0,0,0,0,0,0,0,0
90,506,496,759.0,1,0,0,0,0,0,0,0,0,0
91,506,496,758.0,1,0,0,0,0,0,0,0,0,0
92,507,495,759.0,1,0,0,0,0,0,0,0,0,0
93,507,494,759.0,1,0,0,0,0,0,0,0,0,0
94,508,493,759.0,1,0,0,0,0,0,0,0,0,0
95,508,493,758.0,1,0,0,0,0,0,0,0,0,0
96,509,494,758.0,1,0,0,0,0,0,0,0,0,0
97,509,494,758.0,1,0,0,0,0,0,0,0,0,0
98,509,494,758.0,1,0,0,0,0,0,0,0,0,0
99,509,492,758.0,1,0,0,0,0,0,0,0,0,0
100,509,491,758.0,1,0,0,0,0,0,0,0,0,0
101,509,491,758.0,1,0,0,0,0,0,0,0,0,0
102,509,491,758.0,1,0,0,0,0,0,0,0,0,0
103,509,491,758.0,1,0,0,0,0,0,0,0,0,0
104,511,489,758.0,1,0,0,0,0,0,0,0,0,0
105,511,489,758.0,1,0,0,0,0,0,0,0,0,0
106,511,490,758.0,1,0,0,0,0,0,0,0,0,0
107,511,490,758.0,1,0,0,0,0,0,0,0,0,0
108,511,491,758.0,1,0,0,0,0,0,0,0,0,0
109,510,491,758.0,1,0,0,0,0,0,0,0,0,0
110,510,490,758.0,1,0,0,0,0,0,0,0,0,0
111,509,490,758.0,1,0,0,0,0,0,0,0,0,0
112,509,490,758.0,1,0,0,0,0,0,0,0,0,0
113,509,490,758.0,1,0,0,0,0,0,0,0,0,0
114,509,490,758.0,1,0,0,0,0,0,0,0,0,0
115,509,489,758.0,1,0,0,0,0,0,0,0,0,0
116,508,489,758.0,1,0,0,0,0,0,0,0,0,0
117,508,489,758.0,1,0,0,0,0,0,0,0,0,0
118,508,488,758.0,1,0,0,0,0,0,0,0,0,0
119,508,488,758.0,1,0,0,0,0,0,0,0,0,0
120,509,488,758.0,1,0,0,0,0,0,0,0,0,0
121,508,488,758.0,1,0,0,0,0,0,0,0,0,0
122,508,488,758.0,1,0,0,0,0,0,0,0,0,0
123,508,488,757.0,1,0,0,0,0,0,0,0,0,0
124,508,487,758.0,1,0,0,0,0,0,0,0,0,0
125,509,487,758.0,1,0,0,0,0,0,0,0,0,0
126,509,487,757.0,1,0,0,0,0,0,0,0,0,0
127,508,487,757.0,1,0,0,0,0,0,0,0,0,0
128,508,488,757.0,1,0,0,0,0,0,0,0,0,0
129,509,488,757.0,1,0,0,0,0,0,0,0,0,0
130,509,488,757.0,1,0,0,0,0,0,0,0,0,0
131,509,488,757.0,1,0,0,0,0,0,0,0,0,0
132,509,487,757.0,1,0,0,0,0,0,0,0,0,0
133,509,487,757.0,1,0,0,0,0,0,0,0,0,0
134,508,487,757.0,1,0,0,0,0,0,0,0,0,0
135,508,487,757.0,1,0,0,0,0,0,0,0,0,0
136,507,487,757.0,1,0,0,0,0,0,0,0,0,0
137,507,487,757.0,1,0,0,0,0,0,0,0,0,0
138,507,487,757.0,1,0,0,0,0,0,0,0,0,0
139,507,487,757.0,1,0,0,0,0,0,0,0,0,0
140,508,487,757.0,1,0,0,0,0,0,0,0,0,0
141,508,486,757.0,1,0,0,0,0,0,0,0,0,0
142,508,486,757.0,1,0,0,0,0,0,0,0,0,0
143,507,485,757.0,1,0,0,0,0,0,0,0,0,0
144,508,485,757.0,1,0,0,0,0,0,0,0,0,0
145,509,486,757.0,1,0,0,0,0,0,0,0,0,0
146,509,486,756.0,1,0,0,0,0,0,0,0,0,0
147,509,486,756.0,1,0,0,0,0,0,0,0,0,0
148,509,486,756.0,1,0,0,0,0,0,0,0,0,0
149,508,486,756.0,1,0,0,0,0,0,0,0,0,0
150,508,487,756.0,1,0,0,0,0,0,0,0,0,0
151,509,487,756.0,1,0,0,0,0,0,0,0,0,0
152,509,486,756.0,1,0,0,0,0,0,0,0,0,0
153,509,485,756.0,1,0,0,0,0,0,0,0,0,0
154,509,485,756.0,1,0,0,0,0,0,0,0,0,0
155,509,485,756.0,1,0,0,0,0,0,0,0,0,0
156,507,485,756.0,1,0,0,0,0,0,0,0,0,0
157,508,485,756.0,1,0,0,0,0,0,0,0,0,0
158,509,486,756.0,1,0,0,0,0,0,0,0,0,0
159,510,486,756.0,1,0,0,0,0,0,0,0,0,0
160,510,485,756.0,1,0,0,0,0,0,0,0,0,0
161,511,485,756.0,1,0,0,0,0,0,0,0,0,0
162,510,485,756.0,1,0,0,0,0,0,0,0,0,0
163,511,485,756.0,1,0,0,0,0,0,0,0,0,0
164,512,486,756.0,1,0,0,0,0,0,0,0,0,0
165,512,486,755.0,1,0,0,0,0,0,0,0,0,0
166,512,486,756.0,1,0,0,0,0,0,0,0,0,0
167,512,486,755.0,1,0,0,0,0,0,0,0,0,0
168,513,485,756.0,1,0,0,0,0,0,0,0,0,0
169,512,484,755.0,1,0,0,0,0,0,0,0,0,0
170,511,485,755.0,1,0,0,0,0,0,0,0,0,0
171,511,486,755.0,1,0,0,0,0,0,0,0,0,0
172,511,487,755.0,1,0,0,0,0,0,0,0,0,0
173,512,487,755.0,1,0,0,0,0,0,0,0,0,0
174,512,486,755.0,1,0,0,0,0,0,0,0,0,0
175,511,486,755.0,1,0,0,0,0,0,0,0,0,0
176,512,487,755.0,1,0,0,0,0,0,0,0,0,0
177,512,487,755.0,1,0,0,0,0,0,0,0,0,0
178,513,488,755.0,1,0,0,0,0,0,0,0,0,0
179,512,488,755.0,1,0,0,0,0,0,0,0,0,0
180,512,487,755.0,1,0,0,0,0,0,0,0,0,0
181,512,488,755.0,1,0,0,0,0,0,0,0,0,0
182,512,488,755.0,1,0,0,0,0,0,0,0,0,0
183,511,488,755.0,1,0,0,0,0,0,0,0,0,0
184,511,488,755.0,1,0,0,0,0,0,0,0,0,0
185,511,487,755.0,1,0,0,0,0,0,0,0,0,0
186,511,488,755.0,1,0,0,0,0,0,0,0,0,0
187,511,488,755.0,1,0,0,0,0,0,0,0,0,0
188,511,489,755.0,1,0,0,0,0,0,0,0,0,0
189,511,488,755.0,1,0,0,0,0,0,0,0,0,0
190,513,487,755.0,1,0,0,0,0,0,0,0,0,0
191,514,487,755.0,1,0,0,0,0,0,0,0,0,0
192,515,488,755.0,1,0,0,0,0,0,0,0,0,0
193,518,487,755.0,1,0,0,0,0,0,0,0,0,0
194,522,486,755.0,1,0,0,0,0,0,0,0,0,0
195,525,485,755.0,1,0,0,0,0,0,0,0,0,0
196,525,486,755.0,1,0,0,0,0,0,0,0,0,0
197,522,488,755.0,1,0,0,0,0,0,0,0,0,0
198,519,489,755.0,1,0,0,0,0,0,0,0,0,0
199,518,489,754.0,1,0,0,0,0,0,0,0,0,0
200,517,489,755.0,1,0,0,0,0,0,0,0,0,0
201,515,490,754.0,1,0,0,0,0,0,0,0,0,0
202,513,491,754.0,1,0,0,0,0,0,0,0,0,0
203,511,492,755.0,1,0,0,0,0,0,0,0,0,0
204,510,493,754.0,1,0,0,0,0,0,0,0,0,0
205,508,495,755.0,1,0,0,0,0,0,0,0,0,0
206,508,495,754.0,1,0,0,0,0,0,0,0,0,0
207,507,495,755.0,1,0,0,0,0,0,0,0,0,0
208,507,496,754.0,1,0,0,0,0,0,0,0,0,0
209,506,496,754.0,1,0,0,0,0,0,0,0,0,0
210,507,496,754.0,1,0,0,0,0,0,0,0,0,0
211,507,496,754.0,1,0,0,0,0,0,0,0,0,0
212,507,496,754.0,1,0,0,0,0,0,0,0,0,0
213,507,496,754.0,1,0,0,0,0,0,0,0,0,0
214,507,496,754.0,1,0,0,0,0,0,0,0,0,0
215,507,496,754.0,1,0,0,0,0,0,0,0,0,0
216,507,496,754.0,1,0,0,0,0,0,0,0,0,0
217,507,497,754.0,1,0,0,0,0,0,0,0,0,0
218,508,498,754.0,1,0,0,0,0,0,0,0,0,0
219,510,497,754.0,1,0,0,0,0,0,0,0,0,0
220,513,497,754.0,1,0,0,0,0,0,0,0,0,0
221,519,496,754.0,1,0,0,0,0,0,0,0,0,0
222,529,492,754.0,1,0,0,0,0,0,0,0,0,0
223,543,487,754.0,1,0,0,0,0,0,0,0,0,0
224,561,479,754.0,1,0,0,0,0,0,0,0,0,0
225,584,468,754.0,1,0,0,0,0,0,0,0,0,0
226,612,456,754.0,1,0,0,0,0,0,0,0,0,0
227,625,450,754.0,1,0,0,0,0,0,0,0,0,0
228,615,454,754.0,1,0,0,0,0,0,0,0,0,0
229,589,467,754.0,1,0,0,0,0,0,0,0,0,0
230,553,483,754.0,1,0,0,0,0,0,0,0,0,0
231,518,498,754.0,1,0,0,0,0,0,0,0,0,0
232,494,507,754.0,1,0,0,0,0,0,0,0,0,0
233,479,511,754.0,1,0,0,0,0,0,0,0,0,0
234,469,514,754.0,1,0,0,0,0,0,0,0,0,0
235,465,514,754.0,1,0,0,0,0,0,0,0,0,0
236,467,514,754.0,1,0,0,0,0,0,0,0,0,0
237,476,512,754.0,1,0,0,0,0,0,0,0,0,0
238,484,510,754.0,1,0,0,0,0,0,0,0,0,0
239,487,508,754.0,1,0,0,0,0,0,0,0,0,0
240,488,507,754.0,1,0,0,0,0,0,0,0,0,0
241,490,506,754.0,1,0,0,0,0,0,0,0,0,0
242,490,506,754.0,1,0,0,0,0,0,0,0,0,0
243,490,505,754.0,1,0,0,0,0,0,0,0,0,0
244,491,506,754.0,1,0,0,0,0,0,0,0,0,0
245,491,505,754.0,1,0,0,0,0,0,0,0,0,0
246,492,505,754.0,1,0,0,0,0,0,0,0,0,0
247,492,505,754.0,1,0,0,0,0,0,0,0,0,0
248,493,505,754.0,1,0,0,0,0,0,0,0,0,0
249,494,505,754.0,1,0,0,0,0,0,0,0,0,0
250,494,506,754.0,1,0,0,0,0,0,0,0,0,0
251,495,507,754.0,1,0,0,0,0,0,0,0,0,0
252,491,505,754.0,1,0,0,0,0,0,0,0,0,0
253,493,505,754.0,1,0,0,0,0,0,0,0,0,0
254,495,504,754.0,1,0,0,0,0,0,0,0,0,0
255,498,504,754.0,1,0,0,0,0,0,0,0,0,0
256,501,504,754.0,1,0,0,0,0,0,0,0,0,0
257,503,504,754.0,1,0,0,0,0,0,0,0,0,0
258,502,504,754.0,1,0,0,0,0,0,0,0,0,0
259,502,503,754.0,1,0,0,0,0,0,0,0,0,0
260,503,503,754.0,1,0,0,0,0,0,0,0,0,0
261,506,503,754.0,1,0,0,0,0,0,0,0,0,0
262,506,504,754.0,1,0,0,0,0,0,0,0,0,0
263,507,505,754.0,1,0,0,0,0,0,0,0,0,0
264,507,502,754.0,1,0,0,0,0,0,0,0,0,0
265,509,499,754.0,1,0,0,0,0,0,0,0,0,0
266,509,499,754.0,1,0,0,0,0,0,0,0,0,0
267,511,499,754.0,1,0,0,0,0,0,0,0,0,0
268,510,499,754.0,1,0,0,0,0,0,0,0,0,0
269,510,499,754.0,1,0,0,0,0,0,0,0,0,0
270,511,500,754.0,1,0,0,0,0,0,0,0,0,0
271,513,499,754.0,1,0,0,0,0,0,0,0,0,0
272,513,499,754.0,1,0,0,0,0,0,0,0,0,0
273,513,499,754.0,1,0,0,0,0,0,0,0,0,0
274,512,500,754.0,1,0,0,0,0,0,0,0,0,0
275,511,500,754.0,1,0,0,0,0,0,0,0,0,0
276,512,500,754.0,1,0,0,0,0,0,0,0,0,0
277,512,502,754.0,1,0,0,0,0,0,0,0,0,0
278,509,502,754.0,1,0,0,0,0,0,0,0,0,0
279,506,501,754.0,1,0,0,0,0,0,0,0,0,0
280,501,500,754.0,1,0,0,0,0,0,0,0,0,0
281,502,500,754.0,1,0,0,0,0,0,0,0,0,0
282,511,499,754.0,1,0,0,0,0,0,0,0,0,0
283,511,500,754.0,1,0,0,0,0,0,0,0,0,0
284,514,499,754.0,1,0,0,0,0,0,0,0,0,0
285,510,499,754.0,1,0,0,0,0,0,0,0,0,0
286,505,499,754.0,1,0,0,0,0,0,0,0,0,0
287,508,500,754.0,1,0,0,0,0,0,0,0,0,0
288,515,499,754.0,1,0,0,0,0,0,0,0,0,0
289,519,499,754.0,1,0,0,0,0,0,0,0,0,0
290,519,498,754.0,1,0,0,0,0,0,0,0,0,0
291,520,498,754.0,1,0,0,0,0,0,0,0,0,0
292,521,498,754.0,1,0,0,0,0,0,0,0,0,0
293,520,498,754.0,1,0,0,0,0,0,0,0,0,0
294,519,498,754.0,1,0,0,0,0,0,0,0,0,0
295,518,498,754.0,1,0,0,0,0,0,0,0,0,0
296,516,498,754.0,1,0,0,0,0,0,0,0,0,0
297,515,497,754.0,1,0,0,0,0,0,0,0,0,0
298,514,498,754.0,1,0,0,0,0,0,0,0,0,0
299,513,498,754.0,1,0,0,0,0,0,0,0,0,0
300,511,499,754.0,1,0,0,0,0,0,0,0,0,0
301,511,498,754.0,1,0,0,0,0,0,0,0,0,0
302,511,497,754.0,1,0,0,0,0,0,0,0,0,0
303,510,497,754.0,1,0,0,0,0,0,0,0,0,0
304,510,497,754.0,1,0,0,0,0,0,0,0,0,0
305,510,498,754.0,1,0,0,0,0,0,0,0,0,0
306,510,499,754.0,1,0,0,0,0,0,0,0,0,0
307,509,500,754.0,1,0,0,0,0,0,0,0,0,0
308,509,502,754.0,1,0,0,0,0,0,0,0,0,0
309,508,502,754.0,1,0,0,0,0,0,0,0,0,0
310,507,503,754.0,1,0,0,0,0,0,0,0,0,0
311,507,504,754.0,1,0,0,0,0,0,0,0,0,0
312,506,505,754.0,1,0,0,0,0,0,0,0,0,0
313,504,507,754.0,1,0,0,0,0,0,0,0,0,0
314,503,508,754.0,1,0,0,0,0,0,0,0,0,0
315,502,510,754.0,1,0,0,0,0,0,0,0,0,0
316,501,511,754.0,1,0,0,0,0,0,0,0,0,0
317,500,511,754.0,1,0,0,0,0,0,0,0,0,0
318,500,511,754.0,1,0,0,0,0,0,0,0,0,0
319,498,511,754.0,1,0,0,0,0,0,0,0,0,0
320,497,511,754.0,1,0,0,0,0,0,0,0,0,0
321,497,512,754.0,1,0,0,0,0,0,0,0,0,0
322,496,513,754.0,1,0,0,0,0,0,0,0,0,0
323,495,515,754.0,1,0,0,0,0,0,0,0,0,0
324,495,515,754.0,1,0,0,0,0,0,0,0,0,0
325,495,515,754.0,1,0,0,0,0,0,0,0,0,0
326,492,512,754.0,1,0,0,0,0,0,0,0,0,0
327,492,509,754.0,1,0,0,0,0,0,0,0,0,0
328,496,510,754.0,1,0,0,0,0,0,0,0,0,0
329,496,512,754.0,1,0,0,0,0,0,0,0,0,0
330,496,512,754.0,1,0,0,0,0,0,0,0,0,0
331,500,512,754.0,1,0,0,0,0,0,0,0,0,0
332,501,512,754.0,1,0,0,0,0,0,0,0,0,0
333,499,513,754.0,1,0,0,0,0,0,0,0,0,0
334,499,513,754.0,1,0,0,0,0,0,0,0,0,0
335,501,513,754.0,1,0,0,0,0,0,0,0,0,0
336,504,510,754.0,1,0,0,0,0,0,0,0,0,0
337,505,508,754.0,1,0,0,0,0,0,0,0,0,0
338,505,508,754.0,1,0,0,0,0,0,0,0,0,0
339,506,508,754.0,1,0,0,0,0,0,0,0,0,0
340,507,508,754.0,1,0,0,0,0,0,0,0,0,0
341,507,508,754.0,1,0,0,0,0,0,0,0,0,0
342,508,508,754.0,1,0,0,0,0,0,0,0,0,0
343,508,508,754.0,1,0,0,0,0,0,0,0,0,0
344,508,507,754.0,1,0,0,0,0,0,0,0,0,0
345,509,507,754.0,1,0,0,0,0,0,0,0,0,0
346,510,507,754.0,1,0,0,0,0,0,0,0,0,0
347,510,507,754.0,1,0,0,0,0,0,0,0,0,0
348,510,507,754.0,1,0,0,0,0,0,0,0,0,0
349,510,506,754.0,1,0,0,0,0,0,0,0,0,0
350,510,506,754.0,1,0,0,0,0,0,0,0,0,0
351,511,507,754.0,1,0,0,0,0,0,0,0,0,0
352,511,507,754.0,1,0,0,0,0,0,0,0,0,0
353,510,507,754.0,1,0,0,0,0,0,0,0,0,0
354,509,506,754.0,1,0,0,0,0,0,0,0,0,0
355,509,506,754.0,1,0,0,0,0,0,0,0,0,0
356,509,507,754.0,1,0,0,0,0,0,0,0,0,0
357,508,506,754.0,1,0,0,0,0,0,0,0,0,0
358,508,506,754.0,1,0,0,0,0,0,0,0,0,0
359,508,506,754.0,1,0,0,0,0,0,0,0,0,0
360,507,505,754.0,1,0,0,0,0,0,0,0,0,0
361,507,505,754.0,1,0,0,0,0,0,0,0,0,0
362,507,506,754.0,1,0,0,0,0,0,0,0,0,0
363,507,506,754.0,1,0,0,0,0,0,0,0,0,0
364,506,507,754.0,1,0,0,0,0,0,0,0,0,0
365,506,506,754.0,1,0,0,0,0,0,0,0,0,0
366,506,506,754.0,1,0,0,0,0,0,0,0,0,0
367,506,506,754.0,1,0,0,0,0,0,0,0,0,0
368,506,506,754.0,1,0,0,0,0,0,0,0,0,0
369,506,507,754.0,1,0,0,0,0,0,0,0,0,0
370,507,507,754.0,1,0,0,0,0,0,0,0,0,0
371,507,506,754.0,1,0,0,0,0,0,0,0,0,0
372,507,506,754.0,1,0,0,0,0,0,0,0,0,0
373,506,507,754.0,1,0,0,0,0,0,0,0,0,0
374,506,507,754.0,1,0,0,0,0,0,0,0,0,0
375,506,508,754.0,1,0,0,0,0,0,0,0,0,0
376,507,508,754.0,1,0,0,0,0,0,0,0,0,0
377,507,508,754.0,1,0,0,0,0,0,0,0,0,0
378,507,508,754.0,1,0,0,0,0,0,0,0,0,0
379,506,508,754.0,1,0,0,0,0,0,0,0,0,0
380,506,509,754.0,1,0,0,0,0,0,0,0,0,0
381,507,509,754.0,1,0,0,0,0,0,0,0,0,0
382,508,509,754.0,1,0,0,0,0,0,0,0,0,0
383,509,509,754.0,1,0,0,0,0,0,0,0,0,0
384,510,509,754.0,1,0,0,0,0,0,0,0,0,0
385,511,510,754.0,1,0,0,0,0,0,0,0,0,0
386,511,510,754.0,1,0,0,0,0,0,0,0,0,0
387,510,508,754.0,1,0,0,0,0,0,0,0,0,0
388,507,508,754.0,1,0,0,0,0,0,0,0,0,0
389,506,508,754.0,1,0,0,0,0,0,0,0,0,0
390,511,508,754.0,1,0,0,0,0,0,0,0,0,0
391,513,507,754.0,1,0,0,0,0,0,0,0,0,0
392,513,506,754.0,1,0,0,0,0,0,0,0,0,0
393,514,506,754.0,1,0,0,0,0,0,0,0,0,0
394,517,507,754.0,1,0,0,0,0,0,0,0,0,0
395,518,507,754.0,1,0,0,0,0,0,0,0,0,0
396,518,507,754.0,1,0,0,0,0,0,0,0,0,0
397,518,507,754.0,1,0,0,0,0,0,0,0,0,0
398,518,508,754.0,1,0,0,0,0,0,0,0,0,0
399,518,507,754.0,1,0,0,0,0,0,0,0,0,0
400,517,508,754.0,1,0,0,0,0,0,0,0,0,0
401,516,509,754.0,1,0,0,0,0,0,0,0,0,0
402,515,509,754.0,1,0,0,0,0,0,0,0,0,0
403,515,509,754.0,1,0,0,0,0,0,0,0,0,0
404,515,508,754.0,1,0,0,0,0,0,0,0,0,0
405,514,508,754.0,1,0,0,0,0,0,0,0,0,0
406,514,509,754.0,1,0,0,0,0,0,0,0,0,0
407,514,509,754.0,1,0,0,0,0,0,0,0,0,0
408,514,509,754.0,1,0,0,0,0,0,0,0,0,0
409,513,509,754.0,1,0,0,0,0,0,0,0,0,0
410,513,508,754.0,1,0,0,0,0,0,0,0,0,0
411,513,508,754.0,1,0,0,0,0,0,0,0,0,0
412,512,509,754.0,1,0,0,0,0,0,0,0,0,0
413,512,509,754.0,1,0,0,0,0,0,0,0,0,0
414,511,508,754.0,1,0,0,0,0,0,0,0,0,0
415,510,508,754.0,1,0,0,0,0,0,0,0,0,0
416,510,508,754.0,1,0,0,0,0,0,0,0,0,0
417,509,508,754.0,1,0,0,0,0,0,0,0,0,0
418,508,508,754.0,1,0,0,0,0,0,0,0,0,0
419,508,508,754.0,1,0,0,0,0,0,0,0,0,0
420,508,508,754.0,1,0,0,0,0,0,0,0,0,0
421,508,508,754.0,1,0,0,0,0,0,0,0,0,0
422,508,509,754.0,1,0,0,0,0,0,0,0,0,0
423,507,508,754.0,1,0,0,0,0,0,0,0,0,0
424,506,508,754.0,1,0,0,0,0,0,0,0,0,0
425,507,509,754.0,1,0,0,0,0,0,0,0,0,0
426,507,510,754.0,1,0,0,0,0,0,0,0,0,0
427,507,510,754.0,1,0,0,0,0,0,0,0,0,0
428,506,510,754.0,1,0,0,0,0,0,0,0,0,0
429,506,509,754.0,1,0,0,0,0,0,0,0,0,0
430,506,508,754.0,1,0,0,0,0,0,0,0,0,0
431,506,508,754.0,1,0,0,0,0,0,0,0,0,0
432,506,508,754.0,1,0,0,0,0,0,0,0,0,0
433,506,508,754.0,1,0,0,0,0,0,0,0,0,0
434,507,508,754.0,1,0,0,0,0,0,0,0,0,0
435,509,508,754.0,1,0,0,0,0,0,0,0,0,0
436,511,507,754.0,1,0,0,0,0,0,0,0,0,0
437,514,506,754.0,1,0,0,0,0,0,0,0,0,0
438,518,505,754.0,1,0,0,0,0,0,0,0,0,0
439,522,505,754.0,1,0,0,0,0,0,0,0,0,0
440,525,505,754.0,1,0,0,0,0,0,0,0,0,0
441,524,505,754.0,1,0,0,0,0,0,0,0,0,0
442,521,506,754.0,1,0,0,0,0,0,0,0,0,0
443,518,507,754.0,1,0,0,0,0,0,0,0,0,0
444,517,507,754.0,1,0,0,0,0,0,0,0,0,0
445,516,507,754.0,1,0,0,0,0,0,0,0,0,0
446,514,507,754.0,1,0,0,0,0,0,0,0,0,0
447,512,508,754.0,1,0,0,0,0,0,0,0,0,0
448,510,509,754.0,1,0,0,0,0,0,0,0,0,0
449,509,510,754.0,1,0,0,0,0,0,0,0,0,0
450,508,511,754.0,1,0,0,0,0,0,0,0,0,0
451,508,511,754.0,1,0,0,0,0,0,0,0,0,0
452,508,512,754.0,1,0,0,0,0,0,0,0,0,0
453,509,512,754.0,1,0,0,0,0,0,0,0,0,0
454,509,512,754.0,1,0,0,0,0,0,0,0,0,0
455,509,512,754.0,1,0,0,0,0,0,0,0,0,0
456,508,512,754.0,1,0,0,0,0,0,0,0,0,0
457,509,512,754.0,1,0,0,0,0,0,0,0,0,0
458,509,511,754.0,1,0,0,0,0,0,0,0,0,0
459,509,512,754.0,1,0,0,0,0,0,0,0,0,0
460,508,513,754.0,1,0,0,0,0,0,0,0,0,0
