TimeStamp,ECG Data,EMG Data,EDA Data,label
0,507,360,236.0,1
1,509,320,236.0,1
2,511,296,235.0,1
3,512,281,235.0,1
4,512,267,235.0,1
5,512,254,235.0,1
6,512,251,235.0,1
7,512,243,235.0,1
8,512,244,235.0,1
9,513,243,234.0,1
10,512,239,234.0,1
11,512,236,234.0,1
12,512,235,234.0,1
13,512,236,233.0,1
14,511,237,233.0,1
15,511,235,233.0,1
16,511,233,233.0,1
17,511,232,233.0,1
18,511,232,232.0,1
19,511,234,232.0,1
20,511,234,232.0,1
21,510,231,232.0,1
22,511,230,231.0,1
23,510,230,231.0,1
24,511,232,231.0,1
25,511,233,231.0,1
26,510,230,230.0,1
27,510,229,230.0,1
28,511,229,230.0,1
29,511,230,230.0,1
30,511,231,230.0,1
31,511,230,229.0,1
32,511,228,229.0,1
33,510,227,229.0,1
34,510,228,229.0,1
35,510,230,229.0,1
36,510,230,228.0,1
37,510,227,228.0,1
38,510,226,228.0,1
39,510,227,228.0,1
40,510,228,228.0,1
41,511,229,227.0,1
42,510,227,227.0,1
43,510,225,227.0,1
44,510,225,227.0,1
45,510,226,227.0,1
46,510,228,227.0,1
47,510,227,226.0,1
48,510,224,226.0,1
49,510,224,226.0,1
50,510,225,226.0,1
51,510,227,226.0,1
52,511,227,225.0,1
53,511,224,225.0,1
54,510,223,225.0,1
55,511,223,225.0,1
56,511,225,225.0,1
57,511,226,224.0,1
58,511,224,224.0,1
59,511,222,224.0,1
60,511,222,224.0,1
61,511,223,224.0,1
62,511,225,224.0,1
63,511,224,223.0,1
64,510,222,223.0,1
65,510,221,223.0,1
66,511,222,223.0,1
67,510,224,223.0,1
68,510,224,222.0,1
69,510,221,222.0,1
70,510,220,222.0,1
71,510,218,222.0,1
72,510,222,222.0,1
73,510,223,222.0,1
74,510,221,222.0,1
75,510,220,221.0,1
76,510,219,221.0,1
77,510,220,221.0,1
78,510,222,221.0,1
79,510,221,221.0,1
80,510,219,220.0,1
81,510,218,220.0,1
82,510,219,220.0,1
83,510,221,220.0,1
84,510,221,220.0,1
